Format Version,1.23,Take Name,sept-18_mixed-group_16-30,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2019-09-18 04.30.02.695 PM,Total Frames in Take,190951,Total Exported Frames,190951,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
72219,722.19,0.155165,-0.969846,-0.119756,0.144849,0.071634,0.196794,1.761885,0.000131,0.110096,-0.285823,-0.091163,0.947562,0.221547,0.245421,0.059797,0.000213,0.008053,0.943965,-0.119548,0.307529,0.172845,0.242409,2.661102,0.000263
72220,722.2,0.132582,-0.976405,-0.116498,0.124435,0.061624,0.202356,1.737234,0.00014,0.114124,-0.235592,-0.100401,0.959891,0.220919,0.245606,0.05956,0.000169,0.008097,0.943752,-0.118936,0.308418,0.172843,0.242318,2.661085,0.000266
72221,722.21,0.130211,-0.970992,-0.150178,0.132914,0.053211,0.207326,1.714404,0.000113,0.115746,-0.155841,-0.108384,0.974971,0.21954,0.245753,0.059032,0.000163,0.006914,0.943621,-0.119088,0.308788,0.172853,0.242227,2.661078,0.000272
72222,722.22,0.120296,-0.968238,-0.158522,0.151375,0.044783,0.214476,1.692077,0.000114,0.092333,-0.091147,-0.078169,0.988462,0.218129,0.245442,0.05836,0.000191,0.006794,0.944029,-0.118226,0.307873,0.172866,0.242165,2.661081,0.000271
72223,722.23,0.090775,-0.970016,-0.147623,0.170399,0.036306,0.22222,1.670227,0.000145,0.069653,-0.056515,-0.054853,0.994457,0.217379,0.244918,0.057871,0.000147,0.006679,0.944002,-0.118454,0.30787,0.172865,0.242132,2.661027,0.000264
72224,722.24,0.089549,-0.966044,-0.167052,0.175596,0.027828,0.228689,1.649061,0.000175,0.066516,-0.053648,-0.051751,0.994997,0.217535,0.244886,0.057831,0.000143,0.006772,0.943581,-0.119178,0.308879,0.172851,0.242121,2.660947,0.000259
72225,722.25,0.083148,-0.965717,-0.17088,0.176852,0.019416,0.235713,1.629307,0.000054,0.067758,-0.059209,-0.052375,0.994565,0.217975,0.244865,0.057868,0.000163,0.004074,0.943407,-0.118879,0.30957,0.172806,0.242099,2.660859,0.00026
72226,722.26,0.088665,-0.9656,-0.169395,0.176238,0.010926,0.244312,1.610549,0.00013,0.066192,-0.057492,-0.053425,0.994716,0.218165,0.244818,0.057805,0.00017,0.003132,0.943281,-0.118997,0.309919,0.172784,0.242062,2.660774,0.000255
72227,722.27,0.076695,-0.966322,-0.157362,0.18862,0.002937,0.252488,1.592171,0.000128,0.065537,-0.056121,-0.051344,0.994947,0.218206,0.244868,0.057779,0.000164,0.010409,0.946667,-0.117373,0.299895,0.172912,0.241927,2.660791,0.000248
72228,722.28,0.073222,-0.962887,-0.162628,0.202581,-0.004821,0.259611,1.574654,0.000106,0.065161,-0.055323,-0.052923,0.994934,0.218228,0.244867,0.057784,0.000159,0.009681,0.977655,-0.094784,0.187382,0.175038,0.241276,2.662035,0.000236
72229,722.29,0.078429,-0.96441,-0.154992,0.19935,-0.012698,0.266869,1.559456,0.000138,0.064915,-0.054122,-0.054766,0.994916,0.218235,0.244808,0.057757,0.000162,,,,,,,,
72230,722.3,0.098613,-0.967156,-0.149756,0.18016,-0.020479,0.273896,1.545656,0.000102,0.06398,-0.054529,-0.051815,0.995112,0.218233,0.244708,0.057691,0.000167,0.100629,0.971029,0.000665,-0.216742,0.185109,0.237413,2.661164,0.000208
72231,722.31,0.100271,-0.97318,-0.100605,0.180957,-0.026896,0.281292,1.531768,0.000083,0.067367,-0.051675,-0.057733,0.994715,0.218198,0.244665,0.057618,0.000149,0.121231,0.961516,-0.000329,-0.246557,0.185884,0.237131,2.660189,0.00026
72232,722.32,0.063663,-0.980071,-0.013776,0.187664,-0.032257,0.289265,1.51676,0.000082,0.067013,-0.052348,-0.056276,0.994787,0.218225,0.244635,0.057569,0.000156,0.10282,0.972395,0.006066,-0.209378,0.18457,0.236862,2.660623,0.000195
72233,722.33,0.029596,-0.975772,0.009881,0.216554,-0.036772,0.29419,1.50189,0.000085,0.067057,-0.052186,-0.054799,0.994875,0.218241,0.24462,0.057522,0.000159,0.104475,0.97864,0.000199,-0.177056,0.183452,0.237118,2.660965,0.000135
72234,722.34,-0.002311,-0.972713,-0.012228,0.231679,-0.041492,0.296494,1.487706,0.000163,0.066562,-0.052373,-0.051211,0.99509,0.21827,0.244581,0.057477,0.00016,0.097748,0.980838,-0.000537,-0.168531,0.182973,0.237181,2.6611,0.000132
72235,722.35,-0.028228,-0.970516,-0.022823,0.238287,-0.047604,0.297062,1.472755,0.000146,0.066965,-0.052657,-0.050912,0.995063,0.2183,0.244552,0.057533,0.000157,0.09957,0.979388,0.000203,-0.175739,0.183118,0.237109,2.661088,0.00014
72236,722.36,-0.013165,-0.971236,-0.044394,0.233573,-0.05489,0.29747,1.456783,0.000073,0.065616,-0.051684,-0.055589,0.994954,0.218292,0.24451,0.057565,0.000155,0.103971,0.977258,0.001455,-0.184808,0.183407,0.236973,2.661096,0.000118
72237,722.37,-0.011437,-0.972402,-0.01276,0.232683,-0.062652,0.298282,1.440613,0.000061,0.067345,-0.051059,-0.059048,0.994671,0.218285,0.2445,0.05762,0.000151,0.103609,0.976634,0.001469,-0.188282,0.183536,0.236907,2.661208,0.000157
72238,722.38,0.006678,-0.973957,0.002423,0.226623,-0.070497,0.297177,1.424881,0.00023,0.066713,-0.051271,-0.057564,0.99479,0.218311,0.244467,0.057625,0.00015,0.103627,0.97674,0.00058,-0.187726,0.183531,0.236945,2.661404,0.000173
72239,722.39,0.01702,-0.97343,-0.011943,0.228041,-0.077498,0.29512,1.409778,0.000137,0.066599,-0.051487,-0.059339,0.994682,0.218363,0.244458,0.057646,0.000148,0.102951,0.977111,-0.000286,-0.18616,0.18349,0.237036,2.661652,0.000142
72240,722.4,-0.05786,-0.972985,0.012494,0.223152,-0.083981,0.292477,1.394262,0.000291,0.067734,-0.050812,-0.063366,0.994392,0.218391,0.244523,0.057699,0.000166,0.102692,0.977214,-0.00018,-0.185762,0.183448,0.237101,2.661896,0.000147
72241,722.41,0.000151,-0.975611,-0.021466,0.218456,-0.090991,0.288126,1.379275,0.000146,0.068034,-0.051389,-0.056054,0.994781,0.218412,0.244482,0.057665,0.000146,0.104716,0.977018,-0.000767,-0.18566,0.183428,0.237197,2.66213,0.000136
72242,722.42,-0.007969,-0.97655,-0.02863,0.213232,-0.097918,0.284322,1.363657,0.000065,0.068094,-0.0518,-0.053976,0.99487,0.218434,0.244477,0.057638,0.000143,0.10218,0.977523,-0.001449,-0.184405,0.183376,0.237331,2.662324,0.000129
72243,722.43,-0.195755,-0.929954,0.106075,0.292598,-0.100517,0.283474,1.343938,0.000108,0.06817,-0.051675,-0.056761,0.994716,0.218416,0.244436,0.057641,0.000145,0.103262,0.9776,-0.002282,-0.183387,0.183365,0.237441,2.662479,0.000132
72244,722.44,-0.183007,-0.922178,0.076389,0.332057,-0.104603,0.279116,1.326423,0.000146,0.066629,-0.051358,-0.054361,0.994971,0.218367,0.244388,0.057607,0.000141,0.10229,0.97768,-0.003016,-0.183491,0.183365,0.237524,2.662593,0.000147
72245,722.45,-0.129127,-0.959423,-0.002543,0.250653,-0.111407,0.274083,1.312331,0.00006,0.067803,-0.051639,-0.059075,0.994609,0.218367,0.24439,0.057634,0.00015,0.1005,0.977888,-0.002821,-0.183378,0.183351,0.237619,2.662682,0.000147
72246,722.46,-0.04862,-0.984674,-0.005092,0.167413,-0.119141,0.272154,1.295847,0.000134,0.067025,-0.05087,-0.065487,0.994299,0.218364,0.244409,0.057686,0.000171,0.100433,0.977903,-0.003647,-0.183318,0.183335,0.237647,2.662738,0.00014
72247,722.47,-0.131292,-0.972848,0.095548,0.164923,-0.122272,0.272796,1.274831,0.00018,0.066981,-0.050747,-0.06491,0.994347,0.218373,0.244384,0.05769,0.000174,0.099008,0.978143,-0.00399,-0.182806,0.183328,0.237667,2.662766,0.000144
72248,722.48,0.027167,-0.992805,-0.008874,0.11628,-0.129438,0.267966,1.258579,0.000071,0.067753,-0.051262,-0.069016,0.993991,0.218397,0.244398,0.05771,0.000175,0.098452,0.978325,-0.005351,-0.182096,0.183335,0.237669,2.662759,0.000141
72249,722.49,0.037613,-0.994919,-0.029917,0.088471,-0.133917,0.265711,1.240296,0.000071,0.069142,-0.051317,-0.060223,0.994464,0.218379,0.244332,0.057646,0.000153,0.097967,0.978377,-0.005553,-0.18207,0.18334,0.237685,2.66274,0.000138
72250,722.5,-0.019625,-0.994751,-0.014012,0.099442,-0.136883,0.264699,1.219983,0.000356,0.068561,-0.051668,-0.059403,0.994536,0.218404,0.244323,0.057629,0.000151,0.096695,0.978443,-0.004651,-0.182421,0.183347,0.237752,2.662704,0.000145
72251,722.51,-0.022936,-0.991422,-0.03957,0.122437,-0.139643,0.263135,1.199937,0.000296,0.06846,-0.051564,-0.059106,0.994566,0.218405,0.244307,0.057636,0.000152,0.101883,0.977593,-0.003673,-0.184171,0.183427,0.237748,2.662658,0.000174
72252,722.52,-0.035312,-0.990819,-0.046171,0.122059,-0.142893,0.262234,1.179587,0.000059,0.069191,-0.051462,-0.060746,0.994422,0.218406,0.244322,0.057668,0.000153,0.103447,0.977127,-0.00195,-0.18579,0.183505,0.237667,2.662673,0.000201
72253,722.53,-0.025629,-0.992144,-0.044437,0.114101,-0.146162,0.262385,1.158183,0.000048,0.069453,-0.04987,-0.067557,0.994045,0.218385,0.244338,0.057729,0.000178,0.10334,0.977237,-0.001366,-0.185275,0.183567,0.23775,2.662599,0.000169
72254,722.54,-0.035199,-0.991288,-0.012178,0.126335,-0.148115,0.263188,1.135418,0.000114,0.069398,-0.050386,-0.065435,0.994165,0.218365,0.244314,0.057729,0.000178,0.103386,0.97717,-0.001732,-0.185601,0.183633,0.23777,2.662554,0.00017
72255,722.55,-0.014955,-0.994615,-0.025753,0.099263,-0.152064,0.26232,1.113111,0.000282,0.06871,-0.051561,-0.059032,0.994553,0.218343,0.244297,0.057763,0.000177,0.102443,0.977273,-0.00191,-0.185577,0.183693,0.237753,2.662514,0.000166
72256,722.56,0.004236,-0.99497,-0.051455,0.085839,-0.154718,0.261652,1.090927,0.000303,0.068772,-0.051304,-0.057237,0.994667,0.218324,0.244305,0.057777,0.000174,0.102048,0.977267,-0.002207,-0.185823,0.18376,0.237715,2.662477,0.000159
72257,722.57,-0.01334,-0.994471,-0.028546,0.100169,-0.156098,0.262689,1.067302,0.000444,0.068698,-0.051432,-0.05738,0.994657,0.218323,0.244283,0.057758,0.000174,0.103138,0.977177,-0.002742,-0.185689,0.183834,0.237728,2.662448,0.000135
72258,722.58,-0.106344,-0.984677,-0.001418,0.138202,-0.155628,0.263856,1.042682,0.000071,0.069545,-0.051864,-0.057545,0.994566,0.218318,0.244271,0.05776,0.000179,0.097324,0.978334,-0.00871,-0.182522,0.183843,0.237598,2.662374,0.000177
72259,722.59,-0.053844,-0.991766,-0.040901,0.108758,-0.158377,0.263503,1.020093,0.000086,0.069613,-0.051981,-0.057625,0.994551,0.218304,0.244247,0.057792,0.000176,0.101226,0.97753,-0.004317,-0.184848,0.18391,0.237739,2.662391,0.000118
72260,722.6,0.058709,-0.997019,-0.044943,0.022054,-0.162326,0.265237,0.996723,0.000211,0.069987,-0.052234,-0.054774,0.994672,0.218301,0.244225,0.057843,0.000179,0.099927,0.977735,-0.004996,-0.184458,0.183926,0.237791,2.662367,0.000154
72261,722.61,-0.004583,-0.999883,-0.014129,-0.003555,-0.162963,0.268256,0.971586,0.000178,0.070042,-0.052651,-0.055006,0.994634,0.218303,0.244143,0.057843,0.000179,0.099058,0.977858,-0.005814,-0.184246,0.183957,0.237801,2.662369,0.000151
72262,722.62,0.038632,-0.998916,-0.019593,0.017019,-0.162289,0.268664,0.947135,0.000353,0.06985,-0.052691,-0.054301,0.994684,0.218302,0.244112,0.057827,0.000179,0.09786,0.97814,-0.004639,-0.183424,0.184012,0.237858,2.662396,0.00015
72263,722.63,0.038618,-0.997215,-0.059368,0.023386,-0.16146,0.268937,0.923408,0.00018,0.069821,-0.052708,-0.05557,0.994615,0.218322,0.244091,0.057829,0.000179,0.097956,0.978062,-0.004008,-0.183804,0.184045,0.237913,2.662449,0.000137
72264,722.64,0.036727,-0.997785,-0.05219,0.01878,-0.160675,0.270905,0.898863,0.000082,0.069676,-0.05297,-0.054874,0.99465,0.218335,0.244047,0.057825,0.000179,0.097736,0.978096,-0.004006,-0.183738,0.184067,0.237938,2.662503,0.000141
72265,722.65,0.001177,-0.998792,-0.042117,0.025284,-0.159044,0.273099,0.873427,0.000269,0.069697,-0.052808,-0.057312,0.99452,0.218331,0.244055,0.057829,0.000182,0.097952,0.978026,-0.004219,-0.18399,0.184087,0.237972,2.66256,0.00014
72266,722.66,-0.003164,-0.997781,-0.055206,0.037076,-0.156771,0.274263,0.848349,0.000163,0.069432,-0.052941,-0.052974,0.994771,0.218297,0.244003,0.057848,0.00018,0.097317,0.978155,-0.004515,-0.183638,0.184079,0.238008,2.662619,0.000137
72267,722.67,0.014007,-0.996689,-0.076066,0.025084,-0.155784,0.274578,0.823809,0.000109,0.069119,-0.05245,-0.052466,0.994846,0.218278,0.243953,0.057845,0.000178,0.097948,0.978118,-0.004415,-0.183498,0.184067,0.238039,2.662678,0.000143
72268,722.68,0.040152,-0.997138,-0.063452,0.008787,-0.154166,0.276839,0.798275,0.000426,0.069288,-0.052803,-0.051455,0.994869,0.218289,0.24391,0.057854,0.00018,0.098117,0.978125,-0.005054,-0.183354,0.184067,0.238095,2.66271,0.000136
72269,722.69,0.050364,-0.99796,-0.039122,0.002937,-0.151876,0.279381,0.772165,0.000152,0.069293,-0.052281,-0.051948,0.99487,0.218292,0.243876,0.057884,0.000182,0.09899,0.978001,-0.005056,-0.183549,0.184081,0.238141,2.662727,0.000139
72270,722.7,0.027422,-0.999005,-0.03182,-0.014987,-0.149862,0.280606,0.746073,0.000341,0.070585,-0.052163,-0.049719,0.994899,0.218301,0.243816,0.057874,0.000175,0.098058,0.978133,-0.004938,-0.183348,0.184092,0.238155,2.662744,0.000136
72271,722.71,0.046197,-0.996523,-0.020292,-0.066303,-0.149199,0.280743,0.719837,0.000157,0.070212,-0.052245,-0.049044,0.994955,0.218299,0.243765,0.057866,0.000175,0.097643,0.978166,-0.005195,-0.183384,0.184143,0.238202,2.662754,0.000145
72272,722.72,0.089159,-0.991749,-0.009042,-0.091668,-0.148047,0.279982,0.694051,0.00026,0.069869,-0.051883,-0.048443,0.995028,0.218312,0.243697,0.057842,0.000172,0.097964,0.978083,-0.005813,-0.183641,0.184197,0.238249,2.66275,0.000146
72273,722.73,0.100384,-0.988373,-0.027509,-0.110842,-0.145939,0.278168,0.669311,0.000179,0.07047,-0.051643,-0.051588,0.99484,0.218328,0.243668,0.05785,0.000176,0.099066,0.977854,-0.003764,-0.184319,0.184266,0.23818,2.662776,0.000213
72274,722.74,0.104376,-0.98799,-0.029245,-0.110121,-0.141926,0.277556,0.644695,0.000211,0.070228,-0.051607,-0.050872,0.994895,0.218334,0.243603,0.057842,0.000176,0.09883,0.977953,-0.003256,-0.183928,0.184304,0.238143,2.662766,0.000207
72275,722.75,0.085493,-0.991541,-0.017585,-0.096062,-0.136436,0.278214,0.619843,0.000091,0.070614,-0.051248,-0.050482,0.994906,0.218335,0.243564,0.057819,0.000173,0.097245,0.97814,-0.004059,-0.183764,0.184337,0.238197,2.662705,0.000143
72276,722.76,0.054569,-0.993928,-0.028417,-0.091219,-0.130746,0.277909,0.595282,0.000148,0.070564,-0.05026,-0.058528,0.99452,0.218356,0.243494,0.057801,0.000183,0.096432,0.978245,-0.003846,-0.183636,0.184364,0.238193,2.662669,0.000151
72277,722.77,0.05736,-0.993602,-0.037892,-0.089603,-0.125663,0.276021,0.571323,0.000197,0.070094,-0.049845,-0.058732,0.994562,0.218348,0.243408,0.057793,0.00018,0.085254,0.979797,-0.003097,-0.18089,0.184301,0.238286,2.662636,0.000106
72278,722.78,0.066246,-0.992565,-0.029957,-0.09762,-0.120404,0.275206,0.547849,0.000183,0.069989,-0.050366,-0.058201,0.994574,0.218362,0.243357,0.057789,0.00018,0.095577,0.978403,-0.003633,-0.183245,0.184424,0.238161,2.662585,0.000158
72279,722.79,0.072036,-0.988884,-0.046575,-0.121451,-0.11495,0.27531,0.525112,0.000214,0.070776,-0.050671,-0.058221,0.994502,0.218372,0.243313,0.057786,0.000178,0.099204,0.977858,-0.003799,-0.18422,0.184482,0.238172,2.662539,0.000155
72280,722.8,0.070314,-0.990371,-0.026641,-0.11624,-0.108502,0.276657,0.502503,0.000093,0.070355,-0.051147,-0.058868,0.994469,0.218403,0.243226,0.057775,0.000165,0.098344,0.977975,-0.003512,-0.184069,0.184491,0.238136,2.662507,0.000164
72281,722.81,0.054529,-0.990405,-0.042914,-0.119511,-0.101844,0.276733,0.480507,0.000229,0.070277,-0.051491,-0.058158,0.994499,0.218443,0.243135,0.057749,0.00016,0.099555,0.977842,-0.002408,-0.184143,0.184535,0.238174,2.662489,0.000161
72282,722.82,0.047476,-0.989845,-0.027074,-0.131222,-0.095219,0.2768,0.459048,0.000061,0.06877,-0.052905,-0.056306,0.994636,0.218501,0.243034,0.057725,0.000156,0.099726,0.977861,-0.002144,-0.183951,0.184554,0.238171,2.662465,0.000153
72283,722.83,0.04471,-0.980609,-0.012393,-0.190401,-0.08934,0.277151,0.43786,0.000176,0.069576,-0.052291,-0.049044,0.994997,0.218541,0.242838,0.057778,0.000143,0.099179,0.977919,-0.002534,-0.183932,0.184568,0.238156,2.662426,0.000149
72284,722.84,0.062325,-0.970586,0.000582,-0.232549,-0.083153,0.277903,0.416602,0.000145,0.072085,-0.052346,-0.046392,0.994943,0.218728,0.242591,0.057851,0.000138,0.099172,0.977894,-0.002269,-0.184074,0.184583,0.238139,2.6624,0.000151
72285,722.85,0.057823,-0.966415,0.003349,-0.250374,-0.075416,0.278113,0.39689,0.000148,0.070016,-0.054299,-0.022792,0.995806,0.21911,0.24224,0.058004,0.000191,0.098175,0.97806,-0.001797,-0.183731,0.184591,0.238145,2.662371,0.000146
72286,722.86,0.042897,-0.969051,-0.012264,-0.242794,-0.066238,0.277447,0.377973,0.000184,0.064924,-0.047658,-0.059912,0.994949,0.219743,0.241898,0.058282,0.000171,0.097457,0.9781,-0.001933,-0.1839,0.184601,0.23817,2.662354,0.000174
72287,722.87,0.011803,-0.974322,-0.015101,-0.224343,-0.056155,0.275496,0.358514,0.000063,0.081954,-0.043635,-0.065002,0.993556,0.220532,0.241407,0.0585,0.000133,0.097981,0.978129,-0.001754,-0.183468,0.184591,0.238126,2.662357,0.000147
72288,722.88,0.005451,-0.976597,-0.060824,-0.206228,-0.045506,0.273409,0.338867,0.000174,0.07694,-0.04529,-0.068235,0.993667,0.221058,0.241076,0.058633,0.00016,0.096987,0.97821,-0.001795,-0.183564,0.184603,0.238151,2.662343,0.000177
72289,722.89,0.115876,-0.955954,-0.013972,-0.269313,-0.03672,0.271033,0.31901,0.000073,0.073164,-0.04698,-0.075312,0.993362,0.221421,0.240785,0.058709,0.000198,0.096097,0.978287,-0.002221,-0.183617,0.184608,0.238149,2.66233,0.000182
72290,722.9,0.234565,-0.912522,0.02186,-0.334372,-0.02854,0.269161,0.299335,0.000131,0.073105,-0.049267,-0.071929,0.993506,0.221638,0.240638,0.058733,0.000205,0.093735,0.978447,-0.004229,-0.183952,0.18457,0.238113,2.662303,0.000193
72291,722.91,0.129728,-0.946927,0.013491,-0.2938,-0.014284,0.269534,0.284854,0.000163,0.073618,-0.04818,-0.072496,0.993481,0.221694,0.240465,0.058725,0.000207,0.093317,0.978484,-0.004153,-0.183968,0.184564,0.238123,2.662305,0.000203
72292,722.92,0.018146,-0.973492,0.005391,-0.227938,0.000254,0.268727,0.271035,0.000088,0.073295,-0.046937,-0.076115,0.993293,0.221727,0.240379,0.058728,0.000207,0.093145,0.978522,-0.004608,-0.183842,0.184566,0.238142,2.662308,0.000214
72293,722.93,0.030921,-0.977521,0.004946,-0.2085,0.012705,0.267184,0.257489,0.000247,0.074342,-0.046212,-0.076839,0.993194,0.221768,0.24034,0.05875,0.000213,0.093598,0.978433,-0.004916,-0.184078,0.184567,0.238144,2.662328,0.000221
72294,722.94,,,,,,,,,0.074367,-0.045207,-0.083713,0.992682,0.221789,0.240287,0.058699,0.000224,0.095258,0.978341,-0.004656,-0.18372,0.184555,0.238155,2.662357,0.00021
72295,722.95,0.045833,-0.968394,0.015142,-0.244712,0.033337,0.267038,0.231275,0.000181,0.075518,-0.044209,-0.084873,0.992542,0.221782,0.24025,0.058694,0.000218,0.095338,0.978336,-0.005331,-0.183685,0.184547,0.238208,2.662382,0.000211
72296,722.96,0.0512,-0.96796,0.032087,-0.243725,0.043481,0.267666,0.219544,0.000101,0.076848,-0.044839,-0.086444,0.992276,0.221798,0.240214,0.058724,0.00022,0.095721,0.978294,-0.004979,-0.183722,0.184553,0.238217,2.662419,0.00022
72297,722.97,-0.003577,-0.969571,0.029041,-0.243056,0.051761,0.268411,0.209862,0.000141,0.078873,-0.042552,-0.08766,0.992111,0.221825,0.240219,0.058707,0.000213,0.095302,0.978367,-0.00496,-0.183551,0.184544,0.23823,2.66245,0.000222
72298,722.98,0.021498,-0.970309,0.020341,-0.240053,0.058992,0.269863,0.199712,0.000143,0.079815,-0.042952,-0.089094,0.991891,0.221952,0.240193,0.058665,0.000224,0.095004,0.978429,-0.005268,-0.183365,0.184548,0.238252,2.66247,0.00023
72299,722.99,0.017011,-0.971955,0.053265,-0.228422,0.065976,0.271941,0.189381,0.000125,0.080435,-0.043361,-0.091027,0.991647,0.22206,0.240106,0.058657,0.000218,0.093567,0.978552,-0.005033,-0.183456,0.184564,0.238266,2.662486,0.000232
72300,723,0.013595,-0.972444,0.072545,-0.221144,0.071797,0.272426,0.17992,0.00012,0.083403,-0.044822,-0.087391,0.991664,0.222271,0.239781,0.058596,0.000172,0.092952,0.978613,-0.005168,-0.183439,0.184586,0.238243,2.662496,0.00023
72301,723.01,0.049378,-0.97275,0.045942,-0.221829,0.075844,0.272012,0.171685,0.000182,0.083049,-0.044979,-0.087208,0.991703,0.222527,0.239465,0.058653,0.000155,0.094168,0.978623,-0.003159,-0.182811,0.184619,0.238219,2.662523,0.000191
72302,723.02,0.059908,-0.973571,0.057959,-0.212629,0.079605,0.272186,0.162489,0.000109,0.082267,-0.048673,-0.067129,0.993155,0.2229,0.239212,0.058733,0.000147,0.095607,0.978411,-0.003087,-0.183196,0.184646,0.238232,2.662521,0.000174
72303,723.03,0.053706,-0.975085,0.076448,-0.201197,0.083403,0.272468,0.153416,0.00013,0.089995,-0.047668,-0.048065,0.993639,0.223428,0.238871,0.05863,0.000134,0.096174,0.978379,-0.002803,-0.183077,0.184645,0.23824,2.66251,0.000178
