Format Version,1.23,Take Name,sept-18_mixed-group_16-30,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2019-09-18 04.30.02.695 PM,Total Frames in Take,190951,Total Exported Frames,190951,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,device02,device02,device02,device02,device02,device02,device02,device02,device03,device03,device03,device03,device03,device03,device03,device03,device05,device05,device05,device05,device05,device05,device05,device05
,ID,"9E207518D8A311E969D7AB6B1FACE49B","9E207518D8A311E969D7AB6B1FACE49B","9E207518D8A311E969D7AB6B1FACE49B","9E207518D8A311E969D7AB6B1FACE49B","9E207518D8A311E969D7AB6B1FACE49B","9E207518D8A311E969D7AB6B1FACE49B","9E207518D8A311E969D7AB6B1FACE49B","9E207518D8A311E969D7AB6B1FACE49B","B88E118D8A411E969D7AB6B1FACE49B","B88E118D8A411E969D7AB6B1FACE49B","B88E118D8A411E969D7AB6B1FACE49B","B88E118D8A411E969D7AB6B1FACE49B","B88E118D8A411E969D7AB6B1FACE49B","B88E118D8A411E969D7AB6B1FACE49B","B88E118D8A411E969D7AB6B1FACE49B","B88E118D8A411E969D7AB6B1FACE49B","CDF1C735D8A411E969D7AB6B1FACE49B","CDF1C735D8A411E969D7AB6B1FACE49B","CDF1C735D8A411E969D7AB6B1FACE49B","CDF1C735D8A411E969D7AB6B1FACE49B","CDF1C735D8A411E969D7AB6B1FACE49B","CDF1C735D8A411E969D7AB6B1FACE49B","CDF1C735D8A411E969D7AB6B1FACE49B","CDF1C735D8A411E969D7AB6B1FACE49B"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,W,X,Y,Z,,X,Y,Z,W,X,Y,Z,
72210,722.1,0.134648,-0.97705,-0.111668,0.121543,0.142319,0.160392,2.000101,0.000113,0.107035,-0.295386,-0.087979,0.945278,0.221613,0.245431,0.059679,0.000166,0.006719,0.944055,-0.116648,0.308395,0.17308,0.242512,2.660563,0.000241
72211,722.11,0.081856,-0.97782,-0.099126,0.165355,0.137245,0.163749,1.971917,0.000105,0.110599,-0.294995,-0.08658,0.945119,0.221595,0.245476,0.059734,0.000172,0.007136,0.944048,-0.116439,0.308487,0.173033,0.24252,2.660651,0.000247
72212,722.12,0.210628,-0.972549,-0.093882,0.031141,0.124554,0.166018,1.945209,0.000115,0.109457,-0.294632,-0.085344,0.945478,0.22158,0.24543,0.059754,0.000164,0.007085,0.943519,-0.118243,0.309421,0.172994,0.242517,2.660705,0.000255
72213,722.13,0.196064,-0.971629,-0.127542,0.035057,0.117721,0.16786,1.918803,0.000202,0.109246,-0.295344,-0.085303,0.945283,0.221607,0.245407,0.059782,0.000163,0.007424,0.943516,-0.117684,0.309635,0.172944,0.242517,2.660779,0.000244
72214,722.14,0.130543,-0.975171,-0.121277,0.131501,0.11342,0.172608,1.891717,0.000106,0.108268,-0.294594,-0.087943,0.945388,0.221621,0.245396,0.059781,0.000162,0.00826,0.943991,-0.117068,0.308394,0.172901,0.242542,2.660856,0.00023
72215,722.15,0.093459,-0.974793,-0.104844,0.173354,0.107192,0.177688,1.864439,0.000095,0.107791,-0.294798,-0.087047,0.945462,0.221632,0.245422,0.059824,0.000162,0.009037,0.944195,-0.1173,0.307659,0.172892,0.242554,2.660927,0.000226
72216,722.16,0.179798,-0.974654,-0.105899,0.080673,0.095401,0.181474,1.838781,0.000114,0.109274,-0.293755,-0.083332,0.945951,0.221585,0.245428,0.059842,0.000169,0.009853,0.944001,-0.116805,0.308419,0.172867,0.242529,2.661002,0.000231
72217,722.17,0.163956,-0.971671,-0.148919,0.082446,0.087501,0.184052,1.813327,0.000117,0.108571,-0.293225,-0.083512,0.94618,0.221593,0.245384,0.059796,0.00017,0.007934,0.943845,-0.11884,0.308173,0.172847,0.242495,2.661041,0.000236
72218,722.18,0.119861,-0.9728,-0.148544,0.131255,0.080641,0.189476,1.787638,0.000121,0.108965,-0.292843,-0.085683,0.946059,0.221599,0.245382,0.059787,0.00017,0.008715,0.944093,-0.118168,0.307651,0.172854,0.242517,2.661112,0.000242
