Format Version,1.23,Take Name,feb-20_mixed-group_10-35,Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2020-02-20 10.36.04.679 AM,Total Frames in Take,184487,Total Exported Frames,184487,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
6,0.06,-0.048724,0.995363,0.01399,-0.081744,0.352856,0.193869,1.504898,0.000126,-0.055095,0.09606,0.011159,-0.993787,0.014453,0.186091,1.313534,0.000252,0.009617,0.981685,-0.024349,-0.188702,0.36779,0.203089,1.28511,0.000286,-0.030105,0.950897,-0.031163,-0.306458,0.234967,0.143148,1.350762,0.000497,-0.006506,0.999565,0.02817,-0.005782,0.475302,0.277534,1.314908,0.000495,-0.011582,0.995813,-0.086531,-0.02709,0.195667,0.203309,2.503151,0.000053,0.002808,0.999297,-0.007705,-0.036586,0.183175,0.200874,-0.039423,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006241,0.999753,0.020752,-0.004991,-0.117583,0.286497,1.131918,0.000171,0.03085,0.990834,0.030476,0.127934,0.242689,0.15251,0.973643,0.000582,,,,,,,,,-0.016237,0.150738,-0.02196,-0.988196,-0.046983,0.223085,0.961346,0.000394,0.045291,0.029764,-0.007706,-0.998501,0.13514,0.118161,1.472125,0.000356,-0.03408,-0.021196,0.012,-0.999122,0.120779,0.159122,1.28423,0.000337,0.051366,0.975732,0.008365,-0.212694,0.08005,0.164222,1.11428,0.000263,0.031405,0.005008,0.031643,-0.998993,0.376668,0.230769,0.98274,0.000983,,,,,,,,,,,,,,,,,0.054347,-0.064971,0.012942,-0.996322,0.50215,0.298187,0.952151,0.000893,0.021009,0.112629,0.010269,-0.993362,-0.126097,0.334245,1.272078,0.000076,-0.021133,-0.003742,-0.001335,-0.999769,-0.014318,0.198854,1.53159,0.000211
7,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.09,-0.048812,0.995223,0.014047,-0.083376,0.352987,0.193908,1.504906,0.000151,-0.055154,0.094224,0.011198,-0.993959,0.014558,0.186076,1.313542,0.0003,0.009558,0.981386,-0.024446,-0.190244,0.367882,0.203113,1.285103,0.000294,-0.030309,0.950429,-0.031157,-0.307888,0.235075,0.14308,1.350783,0.000505,-0.006702,0.99957,0.02815,-0.004778,0.475419,0.277649,1.314901,0.00054,-0.011769,0.995813,-0.086501,-0.027126,0.195822,0.20327,2.50316,0.00005,0.002595,0.999294,-0.008234,-0.036562,0.183206,0.200907,-0.039419,0.000406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00629,0.999738,0.020811,-0.007114,-0.117486,0.286509,1.131913,0.000294,0.030637,0.991141,0.030447,0.125591,0.242771,0.152518,0.973646,0.000612,,,,,,,,,-0.016274,0.148972,-0.02202,-0.988462,-0.046901,0.223077,0.961353,0.000395,0.045308,0.027528,-0.007688,-0.998564,0.135262,0.118149,1.472119,0.000328,-0.034088,-0.023138,0.012026,-0.999079,0.120897,0.159107,1.284235,0.000348,0.051501,0.975291,0.008364,-0.214674,0.080145,0.164203,1.114297,0.000256,0.031539,0.0033,0.031553,-0.998999,0.376739,0.230777,0.98274,0.00097,,,,,,,,,,,,,,,,,0.054368,-0.067424,0.012705,-0.996161,0.502226,0.298207,0.952157,0.000884,0.020901,0.110654,0.010249,-0.993586,-0.125988,0.334242,1.272082,0.000103,-0.021166,-0.005986,-0.001397,-0.999757,-0.014178,0.19886,1.531592,0.000189
10,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.12,-0.048751,0.995312,0.013999,-0.082346,0.352897,0.193871,1.504898,0.000142,-0.055116,0.09545,0.011172,-0.993844,0.014482,0.186089,1.313534,0.00026,0.009589,0.981569,-0.024383,-0.189301,0.367816,0.203099,1.285109,0.00029,-0.030158,0.950705,-0.031203,-0.307047,0.234995,0.143148,1.350764,0.000469,-0.006495,0.999563,0.028181,-0.006166,0.475333,0.277546,1.314907,0.000492,-0.011647,0.995858,-0.08601,-0.027098,0.195715,0.203304,2.503147,0.000055,0.002679,0.999296,-0.007875,-0.036576,0.183188,0.200911,-0.039422,0.000401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006241,0.99975,0.020766,-0.005519,-0.117558,0.2865,1.131918,0.000188,0.030771,0.990956,0.030456,0.127013,0.242717,0.152518,0.973643,0.000563,,,,,,,,,-0.016246,0.15027,-0.021986,-0.988267,-0.046957,0.22308,0.961349,0.000381,0.045295,0.029091,-0.007708,-0.99852,0.135171,0.11816,1.472121,0.000326,-0.034086,-0.021791,0.011977,-0.99911,0.120805,0.159129,1.28423,0.000342,0.051384,0.975644,0.008353,-0.213093,0.08008,0.16422,1.114279,0.000258,0.031447,0.004432,0.031619,-0.998995,0.376698,0.230769,0.982738,0.000979,,,,,,,,,,,,,,,,,0.054355,-0.065576,0.012887,-0.996283,0.502177,0.298192,0.952152,0.000891,0.020977,0.112258,0.010267,-0.993405,-0.126068,0.33424,1.272075,0.000083,-0.021145,-0.004813,-0.0014,-0.999764,-0.014281,0.19885,1.531588,0.000187
13,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.15,-0.048701,0.995365,0.01398,-0.081735,0.35278,0.193852,1.504895,0.000112,-0.055084,0.095908,0.011214,-0.993802,0.014377,0.186102,1.313529,0.000256,0.009626,0.981628,-0.024357,-0.189,0.367711,0.203089,1.285105,0.00029,-0.030088,0.95074,-0.031171,-0.306948,0.234884,0.143152,1.350757,0.000477,-0.006521,0.999565,0.028149,-0.005926,0.475225,0.277518,1.314894,0.00049,-0.011392,0.995907,-0.08548,-0.027058,0.195577,0.203333,2.503134,0.00006,0.002926,0.999293,-0.008073,-0.03659,0.183114,0.200858,-0.039435,0.000405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006186,0.999757,0.02072,-0.004218,-0.117662,0.286518,1.131916,0.000225,0.030905,0.990823,0.030468,0.12801,0.242614,0.152512,0.973639,0.000571,,,,,,,,,-0.016231,0.151352,-0.021885,-0.988104,-0.047062,0.223098,0.961333,0.000419,0.045326,0.029346,-0.007697,-0.998511,0.135051,0.118184,1.472107,0.000363,-0.034073,-0.02105,0.012039,-0.999125,0.120701,0.159129,1.284221,0.000351,0.051389,0.975797,0.008372,-0.212389,0.079971,0.164235,1.114268,0.000257,0.031447,0.00467,0.03166,-0.998993,0.376595,0.230743,0.982731,0.00101,,,,,,,,,,,,,,,,,0.054346,-0.06495,0.013013,-0.996323,0.502077,0.298167,0.952149,0.000889,0.021036,0.112771,0.010254,-0.993345,-0.126165,0.334278,1.272074,0.000069,-0.021142,-0.003807,-0.001288,-0.999768,-0.014393,0.198865,1.531584,0.000208
16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.18,-0.048768,0.995283,0.014016,-0.08268,0.352877,0.193867,1.5049,0.000129,-0.055126,0.094974,0.011196,-0.993889,0.014459,0.186094,1.313531,0.000262,0.009593,0.981534,-0.024402,-0.189483,0.367796,0.203103,1.285109,0.000298,-0.030195,0.950545,-0.03122,-0.307536,0.234979,0.143148,1.350759,0.000471,-0.00652,0.999561,0.028163,-0.006491,0.475307,0.277539,1.314901,0.000504,-0.011666,0.995889,-0.08564,-0.027092,0.195713,0.203294,2.503141,0.000057,0.002835,0.999292,-0.008323,-0.03658,0.183158,0.200867,-0.039432,0.000403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006228,0.999749,0.020747,-0.005724,-0.117581,0.286498,1.131919,0.000184,0.030781,0.990956,0.030457,0.127007,0.242689,0.152508,0.973642,0.000611,,,,,,,,,-0.016262,0.149849,-0.021975,-0.988331,-0.046984,0.22308,0.961347,0.000403,0.045299,0.028583,-0.007692,-0.998535,0.135155,0.118162,1.472122,0.00033,-0.034096,-0.02207,0.011987,-0.999103,0.12079,0.159122,1.284226,0.000338,0.051434,0.975562,0.008347,-0.213456,0.08005,0.164233,1.11428,0.00026,0.031473,0.00437,0.031589,-0.998996,0.376663,0.230768,0.982736,0.000978,,,,,,,,,,,,,,,,,0.054352,-0.066011,0.012891,-0.996254,0.502144,0.298183,0.952151,0.000885,0.020982,0.112172,0.010263,-0.993414,-0.126091,0.334252,1.272077,0.000079,-0.021133,-0.00473,-0.001356,-0.999765,-0.014299,0.198856,1.531588,0.000197
19,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03405,-0.022421,0.012004,-0.999097,0.120875,0.159128,1.284224,0.000332,0.051426,0.975487,0.008374,-0.2138,0.080136,0.164221,1.114295,0.00025,0.031484,0.003908,0.031597,-0.998997,0.376736,0.230779,0.982742,0.000974,,,,,,,,,,,,,,,,,0.054377,-0.066086,0.012808,-0.996249,0.502214,0.298207,0.952158,0.00088,0.020935,0.111817,0.010236,-0.993456,-0.126008,0.334245,1.272076,0.00009,-0.021175,-0.005296,-0.001379,-0.999761,-0.014204,0.198859,1.531596,0.000197
23,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.24,-0.048759,0.995308,0.014007,-0.082393,0.35287,0.193864,1.504904,0.000135,-0.055117,0.09521,0.011206,-0.993867,0.014455,0.186102,1.313533,0.000257,0.009597,0.98153,-0.024405,-0.189501,0.36779,0.203094,1.285109,0.000286,-0.030172,0.950593,-0.031203,-0.307391,0.23497,0.143147,1.350762,0.000461,-0.006553,0.999562,0.028122,-0.006463,0.475297,0.277536,1.314896,0.000492,-0.011614,0.995866,-0.085918,-0.027094,0.195688,0.203249,2.50316,0.000052,0.002898,0.999293,-0.008132,-0.036603,0.183148,0.20087,-0.039432,0.000403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006212,0.999747,0.020779,-0.005938,-0.117586,0.286505,1.131923,0.000187,0.030771,0.990986,0.030459,0.126775,0.242684,0.152512,0.973647,0.000571,,,,,,,,,-0.016258,0.149812,-0.021972,-0.988337,-0.046989,0.223081,0.961347,0.000401,0.0453,0.028642,-0.007684,-0.998533,0.135144,0.118165,1.472123,0.000317,-0.034096,-0.021981,0.011991,-0.999105,0.120783,0.159126,1.284226,0.000334,0.05144,0.975558,0.008365,-0.213474,0.080044,0.164217,1.114279,0.000249,0.031509,0.00398,0.031587,-0.998996,0.376656,0.230769,0.982738,0.000984,,,,,,,,,,,,,,,,,0.054354,-0.06601,0.012881,-0.996254,0.50214,0.298184,0.952156,0.000873,0.020975,0.112122,0.010264,-0.99342,-0.126092,0.334257,1.272079,0.000091,-0.021145,-0.005083,-0.001381,-0.999763,-0.014297,0.198862,1.531589,0.000191
25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.28,-0.04871,0.995354,0.013986,-0.081871,0.352823,0.193854,1.504897,0.000117,-0.055097,0.095804,0.011204,-0.993811,0.014416,0.186096,1.313537,0.000265,0.009642,0.981673,-0.024338,-0.188768,0.367752,0.203094,1.285107,0.000287,-0.030108,0.950783,-0.031173,-0.306813,0.23493,0.143161,1.350766,0.000465,-0.006506,0.999565,0.028163,-0.005919,0.475269,0.27752,1.314906,0.000493,-0.011455,0.99593,-0.085207,-0.027062,0.195632,0.203249,2.50316,0.000053,0.002839,0.999298,-0.007468,-0.036599,0.18314,0.200874,-0.039431,0.000403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006183,0.999754,0.020727,-0.004928,-0.11762,0.286507,1.131922,0.000226,0.030848,0.990878,0.030471,0.127598,0.242657,0.152511,0.973644,0.000575,,,,,,,,,-0.016238,0.151031,-0.021921,-0.988153,-0.04702,0.223094,0.96134,0.000397,0.045293,0.029338,-0.007676,-0.998513,0.13511,0.118169,1.472124,0.000326,-0.034082,-0.021276,0.012024,-0.99912,0.120742,0.159128,1.284227,0.000348,0.051384,0.975747,0.008371,-0.212621,0.080011,0.164225,1.114274,0.000257,0.031435,0.004802,0.03164,-0.998993,0.376639,0.230765,0.98274,0.00099,,,,,,,,,,,,,,,,,0.054351,-0.065409,0.012956,-0.996293,0.502115,0.298179,0.952153,0.000889,0.021,0.112445,0.010297,-0.993383,-0.126124,0.334267,1.272077,0.000085,-0.021131,-0.004212,-0.001318,-0.999767,-0.01435,0.198859,1.53159,0.000187
29,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.32,-0.048757,0.995336,0.013988,-0.082053,0.352902,0.193874,1.504901,0.000108,-0.055101,0.095723,0.01118,-0.993819,0.014491,0.186093,1.313532,0.000263,0.009598,0.981616,-0.024365,-0.189063,0.367823,0.203097,1.285108,0.00028,-0.030154,0.950763,-0.031186,-0.306868,0.235008,0.143137,1.35076,0.000485,-0.006488,0.999565,0.028167,-0.005943,0.475336,0.277548,1.314905,0.00049,-0.011747,0.995853,-0.08605,-0.02711,0.195722,0.203223,2.503166,0.000053,0.002695,0.99929,-0.008747,-0.036561,0.183192,0.200897,-0.039422,0.000411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006246,0.999749,0.02076,-0.005613,-0.117552,0.286493,1.13192,0.000177,0.030756,0.990991,0.030455,0.126744,0.242722,0.152519,0.973644,0.000576,,,,,,,,,-0.016248,0.150012,-0.021985,-0.988306,-0.046952,0.223076,0.961347,0.000379,0.04529,0.02875,-0.007714,-0.99853,0.135186,0.118152,1.472123,0.000327,-0.034082,-0.021517,0.011981,-0.999116,0.120815,0.15912,1.284228,0.000321,0.051378,0.97567,0.008362,-0.212975,0.080088,0.164221,1.114277,0.000272,0.031472,0.00423,0.031597,-0.998996,0.376698,0.230772,0.982738,0.000986,,,,,,,,,,,,,,,,,0.054357,-0.06574,0.012868,-0.996272,0.50218,0.298194,0.952157,0.00088,0.020974,0.112165,0.010252,-0.993415,-0.126058,0.334243,1.272076,0.000088,-0.021167,-0.004788,-0.00134,-0.999764,-0.01425,0.19886,1.531591,0.000186
33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.36,-0.048757,0.995315,0.013993,-0.082311,0.352878,0.193869,1.504896,0.000142,-0.055126,0.095341,0.011206,-0.993854,0.014466,0.186099,1.313533,0.00027,0.009581,0.981562,-0.02439,-0.18934,0.367788,0.203104,1.285106,0.000286,-0.030176,0.950619,-0.031205,-0.307311,0.234979,0.143147,1.35076,0.000469,-0.006543,0.999562,0.028148,-0.006452,0.475309,0.277528,1.3149,0.000501,-0.0117,0.995859,-0.085978,-0.027115,0.195703,0.203283,2.503148,0.000057,0.002798,0.999297,-0.007667,-0.03659,0.183158,0.200865,-0.039433,0.000406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00622,0.999749,0.020761,-0.005719,-0.117569,0.286505,1.131916,0.000183,0.030765,0.991002,0.030462,0.126652,0.242692,0.152517,0.973637,0.000576,,,,,,,,,-0.016257,0.149837,-0.021975,-0.988333,-0.046979,0.223085,0.961341,0.000382,0.045301,0.028636,-0.007689,-0.998533,0.135155,0.118163,1.472121,0.000323,-0.034089,-0.022064,0.011989,-0.999103,0.120789,0.15913,1.284228,0.000334,0.051443,0.975547,0.008359,-0.213522,0.08005,0.164214,1.114273,0.000266,0.031488,0.004069,0.031608,-0.998996,0.376671,0.230774,0.982732,0.000984,,,,,,,,,,,,,,,,,0.054373,-0.066063,0.01288,-0.99625,0.502145,0.298191,0.952151,0.00088,0.020975,0.11208,0.010268,-0.993425,-0.126078,0.334255,1.272074,0.000077,-0.021146,-0.005228,-0.001377,-0.999762,-0.014291,0.198858,1.531587,0.000203
37,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
